"id","log_saleprice","bsmtfinsf1","bsmtfintype1","bsmtfullbath","bsmtqual","centralair","electrical","exterior1st","exterior2nd","exterqual","fireplacequ","fireplaces","foundation","fullbath","garagearea","garagecars","garagefinish","garagetype","halfbath","heatingqc","housestyle","kitchenqual","log_grlivarea","log_lotarea","log_lotfrontage","lotshape","masvnrtype","mszoning","neighborhood","overallcond","overallqual","saletype","totalbsmtsf","totrmsabvgrd","x1stflrsf","x2ndflrsf","yearbuilt","yearremodadd"
425,11.8422292121128,616,"LwQ",1,"Gd","Y","FuseA","Wd Sdng","Wd Sdng","TA","Gd",1,"CBlock",1,297,1,"RFn","Attchd",0,"Gd","1Story","TA",7.08673793451058,9.10497985631836,4.27666611901606,"Reg","BrkFace","RL","NAmes",5,6,"WD",1196,6,1196,0,1956,1956
426,11.8130300574206,0,"Unf",0,"TA","Y","SBrkr","HdBoard","HdBoard","TA","Gd",2,"CBlock",1,240,1,"Unf","Detchd",1,"Gd","2Story","TA",7.23633934275434,8.12503909736775,4.0943445622221,"Reg","None","RM","OldTown",8,7,"WD",651,6,707,682,1946,1992
427,12.5245263766487,1518,"GLQ",1,"Gd","Y","SBrkr","Wd Sdng","Wd Sdng","Gd","TA",1,"PConc",2,569,2,"Fin","Attchd",0,"Gd","SLvl","Gd",7.40488757561612,9.45720044990771,4.24340665885568,"Reg","BrkFace","RL","SawyerW",5,7,"WD",1518,5,1644,0,1989,1989
428,11.5991765530135,288,"Rec",0,"TA","Y","SBrkr","MetalSd","MetalSd","TA","None",0,"CBlock",1,352,1,"Unf","Detchd",0,"Ex","1Story","TA",6.81014245011514,9.05870319731322,4.34380542185368,"IR1","None","RL","NAmes",6,4,"WD",907,5,907,0,1957,1957
429,12.1828040185908,664,"GLQ",1,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","None",0,"PConc",2,628,2,"RFn","Attchd",0,"Ex","1Story","Gd",7.09672137849476,8.81907398326783,4.15888308335967,"Reg","BrkFace","RL","CollgCr",5,7,"New",1208,6,1208,0,2007,2007
430,12.0725412529057,1005,"GLQ",1,"Gd","Y","SBrkr","HdBoard","HdBoard","TA","TA",1,"CBlock",2,576,2,"Unf","Attchd",0,"TA","1Story","Gd",7.25276241805319,9.34635617589363,4.86753445045558,"IR1","None","RL","Timber",5,6,"WD",1392,6,1412,0,1988,1988
431,11.3551013797767,387,"ALQ",0,"TA","Y","SBrkr","HdBoard","HdBoard","TA","None",0,"CBlock",1,264,1,"Unf","Detchd",1,"TA","2Story","TA",6.89467003943348,7.4265490723973,3.04452243772342,"Reg","BrkFace","RM","BrDale",5,6,"COD",483,4,483,504,1971,1971
432,11.2885311317544,0,"Unf",0,"TA","Y","SBrkr","MetalSd","MetalSd","TA","None",0,"BrkTil",1,0,0,"None","None",0,"Gd","1.5Fin","TA",7.08840877867539,8.62801874650512,4.0943445622221,"IR1","None","RM","OldTown",7,6,"ConLD",901,7,1088,110,1920,1998
433,11.7158663089669,471,"ALQ",1,"TA","Y","SBrkr","HdBoard","HdBoard","TA","None",0,"CBlock",1,440,2,"Unf","Detchd",1,"Ex","2Story","TA",7.21890970761906,7.56008046502183,3.17805383034795,"Reg","BrkFace","RM","BrDale",5,5,"WD",765,6,765,600,1971,1971
434,12.106252310248,0,"Unf",0,"Gd","Y","SBrkr","VinylSd","VinylSd","TA","TA",1,"PConc",2,470,2,"Fin","Attchd",1,"Ex","2Story","TA",7.38025578842646,9.29090601981575,4.60517018598809,"IR1","None","RL","Gilbert",5,6,"WD",926,7,926,678,1997,1998
435,11.3022044336546,495,"ALQ",1,"Gd","Y","SBrkr","CemntBd","CmentBd","TA","None",0,"CBlock",1,0,0,"None","None",0,"Gd","SFoyer","TA",6.44571981938558,7.54433210805369,3.04452243772342,"Reg","None","RM","MeadowV",7,4,"WD",630,3,630,0,1972,1972
436,12.2643415536542,385,"GLQ",1,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","TA",1,"PConc",2,550,2,"RFn","Attchd",1,"Ex","2Story","Gd",7.41517510961329,9.27491014262548,3.76120011569356,"IR2","None","RL","CollgCr",6,7,"ConLw",799,6,827,834,1996,1996
437,11.6613454700885,0,"Unf",0,"Fa","Y","FuseA","Stucco","Stucco","TA","None",0,"BrkTil",1,440,2,"Unf","Detchd",0,"TA","1.5Fin","TA",7.01929665371504,8.38935981990635,3.68887945411394,"Reg","None","RM","OldTown",8,6,"WD",648,6,734,384,1920,1950
438,11.6868787720937,0,"Unf",0,"TA","Y","SBrkr","Wd Sdng","Wd Sdng","Gd","None",0,"PConc",1,180,1,"Unf","Detchd",0,"Gd","1.5Unf","TA",6.80682936039218,8.69951474821019,3.91202300542815,"Reg","None","RM","BrkSide",7,6,"WD",884,4,904,0,1926,2004
439,11.4114462960204,365,"LwQ",0,"TA","N","SBrkr","WdShing","Stucco","TA","Gd",1,"PConc",1,352,1,"Unf","Detchd",0,"TA","1Story","Gd",6.5424719605068,8.36170828857584,3.68887945411394,"Reg","None","RL","Crawfor",6,5,"WD",440,4,694,0,1913,2002
440,11.6082356447746,0,"Unf",0,"TA","Y","SBrkr","Wd Sdng","Wd Sdng","TA","None",0,"BrkTil",1,528,2,"Unf","Detchd",0,"Gd","1.5Fin","Gd",7.08673793451058,9.42173517625584,4.20469261939097,"Reg","None","RL","Edwards",8,6,"ConLI",684,7,684,512,1920,2000
441,13.2267233927286,1767,"GLQ",1,"Ex","Y","SBrkr","VinylSd","VinylSd","Ex","Gd",2,"PConc",2,672,3,"Fin","Attchd",0,"Ex","1Story","Ex",7.78405700263993,9.64413375207121,4.65396035015752,"Reg","Stone","RL","NridgHt",5,10,"WD",3094,10,2402,0,2008,2008
442,11.6784399034478,133,"ALQ",0,"TA","N","FuseF","VinylSd","VinylSd","TA","None",0,"CBlock",2,0,0,"None","None",0,"TA","1Story","Fa",7.27239839257005,9.40162167014161,4.52178857704904,"Reg","BrkFace","RL","Edwards",4,4,"WD",1440,8,1440,0,1955,1955
443,12.0008917945901,0,"Unf",0,"TA","Y","SBrkr","MetalSd","MetalSd","TA","Gd",1,"PConc",2,360,2,"Unf","Detchd",0,"TA","1.5Fin","TA",7.36073990305828,8.73873546136347,3.95124371858143,"Reg","None","RM","BrkSide",7,5,"WD",1078,8,1128,445,1930,1992
444,12.0581525154536,0,"Unf",0,"Ex","Y","SBrkr","WdShing","Wd Shng","Gd","Gd",1,"PConc",2,648,3,"Fin","Attchd",0,"Ex","1Story","Gd",7.13727843726039,8.27435700675629,3.97029191355212,"Reg","BrkFace","RL","Blmngtn",5,7,"New",1258,6,1258,0,2006,2007
445,12.2548628096996,642,"GLQ",1,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","TA",1,"PConc",2,493,2,"Unf","Attchd",1,"Ex","2Story","Gd",7.55381085200823,9.07680897935166,4.24849524204936,"Reg","None","RL","CollgCr",5,7,"WD",915,8,933,975,1994,1995
446,11.7558716435806,0,"Unf",0,"TA","Y","SBrkr","Wd Sdng","Wd Sdng","TA","Gd",1,"CBlock",1,480,2,"Unf","Attchd",0,"Fa","1Story","TA",7.4318919168078,9.19573421958682,4.29045944114839,"Reg","None","RL","Edwards",5,6,"COD",1436,7,1689,0,1956,1956
447,12.1547793511426,247,"ALQ",0,"TA","Y","SBrkr","BrkFace","Plywood","Gd","Gd",1,"CBlock",2,578,2,"Fin","Attchd",1,"Ex","1Story","Gd",7.54327334670545,9.71063069382679,4.91998092582813,"IR1","None","RL","NAmes",6,6,"WD",1517,6,1888,0,1966,2002
448,12.2055725204885,0,"Unf",0,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","TA",1,"PConc",2,431,2,"Fin","Attchd",1,"Gd","2Story","Gd",7.5422134631934,9.32491827668362,4.24340665885568,"IR1","None","RL","Gilbert",5,7,"WD",930,10,956,930,1998,1999
449,11.6910716503537,0,"Unf",0,"TA","Y","SBrkr","MetalSd","MetalSd","TA","Gd",1,"BrkTil",2,198,1,"Unf","Detchd",0,"TA","1.5Fin","TA",7.22693601849329,9.0595174822416,3.91202300542815,"Reg","None","RM","IDOTRR",6,6,"WD",780,7,780,596,1937,1950
450,11.6952470217642,331,"ALQ",0,"TA","Y","SBrkr","MetalSd","MetalSd","TA","None",0,"CBlock",1,308,1,"Unf","Detchd",1,"Ex","1.5Fin","TA",7.07580886397839,8.69951474821019,3.91202300542815,"Reg","None","RM","OldTown",7,3,"WD",649,6,679,504,1948,2002
451,11.6082356447746,0,"Unf",0,"TA","Y","FuseA","Wd Sdng","Wd Sdng","TA","None",0,"BrkTil",1,270,1,"Unf","Detchd",0,"Ex","1Story","Gd",6.70073110954781,8.64541048921699,4.24849524204936,"Reg","None","RM","OldTown",8,6,"WD",813,5,813,0,1930,2005
452,12.5425448821514,655,"ALQ",1,"Gd","Y","SBrkr","Plywood","Plywood","TA","TA",2,"CBlock",2,576,2,"Unf","Attchd",0,"TA","1Story","Gd",7.33498187887181,9.21211781477218,4.12713438504509,"IR1","None","RL","ClearCr",5,7,"WD",1533,5,1533,0,1975,1975
453,12.2258752728264,742,"ALQ",1,"Ex","Y","SBrkr","VinylSd","VinylSd","Gd","None",0,"PConc",2,422,2,"Fin","Attchd",1,"Ex","2Story","TA",7.47079377419506,9.13809220776856,4.24340665885568,"IR1","BrkFace","RL","Timber",5,6,"WD",872,7,888,868,1996,1997
454,12.2548628096996,0,"Unf",0,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","None",0,"PConc",2,676,2,"RFn","Attchd",1,"Ex","2Story","Gd",7.37148929521428,9.10497985631836,4.31748811353631,"Reg","None","FV","Somerst",5,8,"WD",768,6,786,804,2008,2008
455,12.1441972418121,1606,"ALQ",2,"TA","Y","SBrkr","Plywood","Plywood","TA","None",0,"CBlock",2,560,2,"Unf","Detchd",0,"TA","1Story","TA",7.454719949364,9.13744704645586,4.14313472639153,"Reg","None","RL","Mitchel",5,5,"WD",1728,8,1728,0,1976,1976
456,12.0753943218881,916,"ALQ",0,"TA","Y","SBrkr","HdBoard","HdBoard","TA","TA",1,"CBlock",1,528,2,"Unf","Attchd",1,"Fa","1Story","TA",7.12447826249342,9.16951837745593,4.38202663467388,"Reg","BrkFace","RL","NWAmes",6,7,"WD",1242,6,1242,0,1973,1973
457,11.4927227576527,0,"Unf",0,"TA","N","SBrkr","AsbShng","AsbShng","TA","None",0,"BrkTil",1,513,3,"Unf","Detchd",0,"Fa","2Story","TA",7.20340552108309,8.42748727833174,3.52636052461616,"Reg","None","RM","OldTown",5,5,"COD",624,7,624,720,1916,1950
458,12.4529327234617,1116,"BLQ",1,"Gd","Y","SBrkr","Plywood","Plywood","TA","Gd",2,"CBlock",1,529,2,"Fin","Attchd",0,"Ex","1Story","Gd",7.41637847919293,10.8823210653826,4.24340665885568,"IR1","None","RL","ClearCr",6,4,"WD",1364,6,1663,0,1954,1994
459,11.9891596439666,0,"Unf",0,"TA","Y","SBrkr","Stucco","Wd Shng","TA","Gd",1,"PConc",1,228,1,"Unf","Detchd",0,"Fa","2Story","Gd",7.41818082272679,8.53699581871242,4.24340665885568,"Reg","None","RM","OldTown",7,8,"WD",588,7,833,833,1925,1996
460,11.6082356447746,185,"LwQ",1,"TA","Y","SBrkr","MetalSd","MetalSd","TA","TA",1,"CBlock",1,352,1,"Unf","Detchd",0,"TA","1.5Fin","Gd",7.09257371597468,8.85580599253656,4.24340665885568,"IR1","BrkCmn","RL","BrkSide",4,5,"WD",709,5,979,224,1950,1950
461,12.4815619372163,544,"GLQ",1,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","None",0,"PConc",2,552,2,"Fin","BuiltIn",1,"Ex","2Story","TA",7.56786260546388,8.98769669570362,4.31748811353631,"IR1","Stone","FV","Somerst",5,8,"New",832,8,832,1103,2009,2009
462,11.9511803959014,350,"ALQ",1,"Gd","Y","SBrkr","Wd Sdng","Wd Sdng","Gd","None",0,"PConc",1,576,2,"RFn","Detchd",0,"Ex","2Story","Gd",7.0343879299155,8.88183630500415,4.0943445622221,"Reg","None","RL","SWISU",9,7,"WD",560,6,575,560,1936,2007
463,11.0410480813427,553,"Rec",0,"TA","Y","SBrkr","MetalSd","MetalSd","TA","Po",1,"CBlock",1,360,1,"Unf","Detchd",0,"Gd","1Story","TA",6.76157276880406,9.0217190130337,4.0943445622221,"IR1","None","RL","Sawyer",5,5,"WD",864,5,864,0,1965,1965
464,12.1479137313566,326,"LwQ",0,"TA","Y","FuseA","Stucco","Stucco","TA","Gd",1,"CBlock",1,240,1,"Unf","Detchd",1,"Fa","2Story","TA",7.41457288135059,9.39166142843655,4.30406509320417,"IR1","None","RL","Crawfor",7,6,"WD",715,6,849,811,1934,1995
465,11.7280368445872,616,"Rec",0,"Gd","Y","SBrkr","HdBoard","HdBoard","TA","None",0,"CBlock",2,0,0,"None","None",0,"TA","1Story","TA",6.94697599213542,9.0395520509959,4.0943445622221,"Reg","BrkFace","RL","CollgCr",5,5,"WD",1040,5,1040,0,1978,1978
466,12.0936875149354,0,"Unf",0,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","TA",1,"PConc",2,398,2,"Fin","Attchd",0,"Ex","1Story","Gd",7.25417784645652,8.03008409426756,4.24340665885568,"Reg","BrkFace","RM","Blmngtn",5,7,"WD",1375,6,1414,0,2004,2004
467,12.0257490913989,778,"GLQ",1,"TA","Y","SBrkr","Plywood","Plywood","TA","Po",1,"CBlock",1,526,2,"Unf","Attchd",0,"TA","1Story","TA",7.15226885603254,9.2712473068797,4.44265125649032,"Reg","None","RL","NAmes",5,7,"WD",1277,5,1277,0,1970,1970
468,11.8947807074393,386,"LwQ",0,"TA","Y","SBrkr","MetalSd","MetalSd","TA","Gd",2,"CBlock",1,312,1,"Unf","Attchd",1,"Ex","2Story","Gd",7.40488757561612,9.15693959524907,4.36944785246702,"Reg","Stone","RL","NAmes",7,5,"WD",728,7,888,756,1942,1995
469,12.4292161968444,0,"Unf",0,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","Gd",1,"PConc",2,866,3,"RFn","Attchd",0,"Ex","1Story","Gd",7.39878627541995,9.34382176335066,4.58496747867057,"IR1","Stone","RL","NridgHt",5,8,"WD",1626,7,1634,0,2006,2006
470,12.1388638958367,426,"GLQ",0,"Gd","Y","SBrkr","HdBoard","HdBoard","Gd","None",0,"PConc",2,506,2,"RFn","Attchd",1,"Ex","2Story","Gd",7.44424864949671,9.13680146864131,4.33073334028633,"IR1","BrkFace","RL","SawyerW",5,6,"WD",832,7,832,878,1993,1993
471,12.2643415536542,368,"GLQ",1,"Gd","Y","SBrkr","HdBoard","HdBoard","Gd","None",0,"PConc",1,528,2,"RFn","Attchd",1,"TA","1Story","Gd",7.31455283232408,8.82761475083751,4.24340665885568,"IR1","None","RL","StoneBr",5,8,"WD",1488,4,1502,0,1985,1985
472,12.1547793511426,0,"Unf",0,"Gd","Y","SBrkr","WdShing","Plywood","TA","Gd",1,"CBlock",2,534,2,"RFn","Attchd",1,"TA","2Story","TA",7.58528107863913,9.3886539073726,4.52178857704904,"Reg","None","RL","NWAmes",6,7,"WD",808,8,1161,808,1977,1977
473,11.9049675527463,459,"GLQ",1,"Gd","Y","SBrkr","VinylSd","VinylSd","TA","None",0,"PConc",1,525,2,"RFn","Basment",0,"Ex","SLvl","TA",6.97728134163075,8.20930841164694,3.55534806148941,"Reg","BrkFace","RM","Edwards",5,6,"WD",547,5,1072,0,2005,2005
474,12.9945300058944,1350,"GLQ",1,"Ex","Y","SBrkr","VinylSd","VinylSd","Gd","Ex",1,"PConc",2,908,3,"RFn","Attchd",0,"Ex","1Story","Gd",7.58882987830781,9.6142709699924,4.70048036579242,"IR1","BrkFace","RL","NridgHt",5,8,"New",1976,7,1976,0,2006,2007
475,12.4332082181139,1196,"GLQ",1,"Gd","Y","SBrkr","CemntBd","CmentBd","Gd","None",0,"PConc",2,499,2,"RFn","Attchd",0,"Ex","1Story","Ex",7.40974195408092,8.58110651715989,3.71357206670431,"Reg","None","RL","StoneBr",5,8,"WD",1494,6,1652,0,2000,2000
476,11.7943379244084,630,"GLQ",1,"TA","Y","SBrkr","HdBoard","HdBoard","TA","None",0,"CBlock",1,624,2,"Unf","Detchd",0,"TA","1Story","TA",6.87729607149743,9.04546572878595,4.38202663467388,"Reg","None","RL","Sawyer",6,5,"WD",970,5,970,0,1963,1963
477,12.2496109475447,994,"GLQ",1,"Gd","Y","SBrkr","VinylSd","VinylSd","TA","TA",1,"PConc",2,508,2,"Fin","Attchd",0,"Ex","1Story","Gd",7.30854279753919,9.48227408745982,4.31748811353631,"Reg","BrkFace","RL","CollgCr",5,6,"WD",1478,7,1493,0,1997,1998
478,12.8479265317026,0,"Unf",0,"Gd","Y","SBrkr","VinylSd","VinylSd","Ex","Gd",1,"PConc",2,694,3,"Fin","BuiltIn",1,"Ex","2Story","Ex",7.87966991460429,9.52464003233223,4.65396035015752,"Reg","BrkFace","RL","NridgHt",5,9,"WD",2153,9,2069,574,2006,2006
479,12.6014874177848,1288,"GLQ",1,"Ex","Y","SBrkr","VinylSd","VinylSd","Gd","Gd",1,"PConc",2,826,3,"RFn","Attchd",0,"Ex","1Story","Gd",7.4489161025442,9.27209376825166,4.36944785246702,"Reg","Stone","RL","CollgCr",5,8,"WD",1705,7,1718,0,2007,2008
480,11.40166982941,168,"Rec",0,"Fa","Y","SBrkr","Stucco","Stucco","TA","None",0,"BrkTil",1,672,2,"Unf","Detchd",0,"TA","1Story","TA",7.03085747611612,8.68693596600333,3.91202300542815,"Reg","BrkCmn","RM","OldTown",7,4,"WD",907,7,1131,0,1937,2000
481,12.6946526603488,1261,"GLQ",1,"Ex","Y","SBrkr","VinylSd","VinylSd","Gd","Gd",1,"PConc",2,772,3,"Fin","Attchd",0,"Ex","1Story","Gd",7.52294091807237,9.68240437718884,4.58496747867057,"IR1","BrkFace","RL","NridgHt",5,9,"WD",1833,8,1850,0,2004,2005
482,12.8320110763967,1567,"GLQ",1,"Ex","Y","SBrkr","VinylSd","VinylSd","Gd","Gd",1,"PConc",2,874,3,"Fin","Attchd",0,"Ex","1Story","Ex",7.49108759353488,9.37974553683691,4.27666611901606,"IR1","BrkFace","RL","NridgHt",5,9,"WD",1792,6,1792,0,2003,2004
483,11.9511803959014,299,"ALQ",1,"TA","Y","SBrkr","Stucco","Stucco","Gd","Gd",1,"PConc",1,164,1,"Unf","Attchd",1,"Ex","2Story","Ex",7.50988306115491,7.82404601085629,3.91202300542815,"Reg","None","RM","OldTown",8,7,"WD",910,7,916,910,1915,2005
484,12.0076217068063,897,"GLQ",1,"Ex","Y","SBrkr","VinylSd","VinylSd","TA","None",0,"PConc",2,402,2,"Unf","Attchd",0,"Ex","1Story","TA",7.10332206252611,8.41183267575841,3.46573590279973,"Reg","BrkFace","RM","Mitchel",5,6,"WD",1216,5,1216,0,1998,1998
485,11.7943379244084,588,"ALQ",1,"TA","Y","SBrkr","HdBoard","Plywood","TA","None",0,"CBlock",1,264,1,"Unf","Detchd",0,"Gd","1Story","Gd",6.90675477864855,8.95647984799991,4.24340665885568,"IR1","None","RL","Sawyer",7,5,"WD",999,6,999,0,1962,2001
486,11.8981878657609,607,"ALQ",0,"TA","Y","SBrkr","MetalSd","MetalSd","Gd","Gd",1,"CBlock",1,264,1,"Unf","Attchd",0,"Gd","1Story","Gd",7.01481435127554,9.16951837745593,4.38202663467388,"Reg","None","RL","NAmes",7,5,"WD",1113,5,1113,0,1950,2007
487,11.9576112862317,836,"ALQ",1,"TA","Y","SBrkr","MetalSd","MetalSd","TA","None",0,"CBlock",1,515,2,"RFn","Attchd",1,"TA","1Story","TA",6.9782137426307,9.23883064237581,4.36944785246702,"Reg","BrkFace","RL","NAmes",7,5,"WD",1073,6,1073,0,1965,1965
488,12.0725412529057,998,"ALQ",0,"Gd","Y","SBrkr","Plywood","Plywood","TA","TA",1,"CBlock",2,487,2,"Unf","Attchd",0,"Gd","1Story","TA",7.30249642372733,9.41270962407392,4.24849524204936,"IR1","None","RL","NWAmes",6,5,"WD",1484,7,1484,0,1971,1971
489,11.982929094216,664,"BLQ",0,"TA","N","FuseA","Wd Sdng","Wd Sdng","TA","Gd",1,"CBlock",2,520,2,"Unf","Attchd",0,"TA","1.5Fin","TA",7.78904040165748,9.28730141311231,4.0943445622221,"Reg","None","RL","OldTown",4,5,"ConLD",954,10,1766,648,1900,1970
490,11.3621025752356,515,"GLQ",1,"Gd","Y","SBrkr","CemntBd","CmentBd","TA","None",0,"CBlock",1,286,1,"Unf","Attchd",0,"TA","SFoyer","Gd",6.44571981938558,7.3304052118444,3.04452243772342,"Reg","None","RM","MeadowV",8,4,"WD",630,3,630,0,1970,2002
491,11.6526874073454,0,"Unf",0,"Gd","Y","SBrkr","CemntBd","CmentBd","TA","Gd",1,"PConc",1,336,1,"Fin","BuiltIn",1,"TA","2Story","TA",7.1731917424866,7.88795933659994,4.24340665885568,"Reg","None","RM","MeadowV",6,5,"WD",264,4,616,688,1976,1976
492,11.7981044072039,403,"BLQ",1,"TA","Y","FuseA","Wd Sdng","Wd Sdng","TA","TA",2,"CBlock",1,240,1,"Unf","Attchd",0,"TA","1.5Fin","Fa",7.36391350140582,9.15799389160397,4.36944785246702,"Reg","None","RL","NAmes",7,6,"WD",806,5,958,620,1941,1950
493,12.0598033260287,0,"Unf",0,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","None",0,"PConc",2,429,2,"RFn","Attchd",1,"Gd","2Story","TA",7.28344822875663,9.65361494147989,4.65396035015752,"IR1","None","RL","Gilbert",5,6,"New",728,8,728,728,2006,2006
494,11.9511803959014,374,"BLQ",0,"TA","Y","FuseA","BrkFace","Wd Sdng","TA","Fa",1,"CBlock",1,308,1,"Unf","Detchd",1,"TA","1Story","TA",7.14598446771439,8.97853441008332,4.24849524204936,"Reg","None","RL","NAmes",6,5,"WD",1269,6,1269,0,1960,1960
495,11.4219060665831,0,"Unf",0,"Fa","Y","FuseA","MetalSd","MetalSd","TA","None",0,"BrkTil",1,273,1,"Unf","Attchd",0,"Gd","1Story","TA",6.78671695060508,8.6628507638386,3.91202300542815,"Reg","None","RM","OldTown",8,5,"WD",190,4,886,0,1938,1996
496,10.4602421081905,495,"Rec",0,"TA","N","FuseA","Wd Sdng","Wd Sdng","TA","None",0,"CBlock",1,0,0,"None","None",0,"TA","1Story","TA",6.5792512120101,8.97195627124569,4.0943445622221,"Reg","None","C (all)","IDOTRR",5,4,"WD",720,4,720,0,1920,1950
497,12.9715404876697,1231,"GLQ",1,"Gd","Y","SBrkr","BrkFace","BrkFace","Gd","Gd",1,"PConc",3,546,2,"RFn","Attchd",0,"Ex","1Story","Gd",8.07961802938984,9.44872715270309,4.24340665885568,"IR1","None","RL","NoRidge",5,8,"WD",3200,10,1157.43102264928,0,1992,1993
498,12.1226910365911,329,"Rec",1,"TA","Y","SBrkr","Wd Sdng","Wd Sdng","TA","None",0,"PConc",2,240,1,"Unf","Detchd",0,"Ex","1.5Fin","TA",7.50659178007084,9.11822508306838,4.0943445622221,"Reg","None","RL","BrkSide",6,7,"WD",1026,8,1133,687,1925,1950
499,11.7752897294377,450,"ALQ",0,"TA","Y","SBrkr","HdBoard","HdBoard","TA","None",0,"PConc",1,288,1,"Fin","Attchd",0,"Ex","1Story","Gd",6.80128303447162,8.96187901267768,4.17438726989564,"Reg","BrkFace","RL","Sawyer",7,5,"WD",864,5,899,0,1967,2004
500,11.6952470217642,111,"BLQ",0,"TA","Y","SBrkr","MetalSd","MetalSd","TA","None",0,"CBlock",1,297,1,"Fin","Attchd",0,"Fa","1Story","TA",6.81563999007433,8.9273141110606,4.24849524204936,"IR1","None","RL","NAmes",7,5,"WD",912,5,912,0,1958,1985
501,11.6351430976945,356,"BLQ",0,"TA","Y","SBrkr","HdBoard","HdBoard","TA","None",0,"CBlock",1,264,1,"Unf","Detchd",1,"TA","2Story","TA",7.10496544826984,7.54433210805369,3.04452243772342,"Reg","BrkFace","RM","BrDale",5,6,"WD",672,7,672,546,1973,1973
502,12.3313828364956,400,"GLQ",0,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","None",0,"PConc",2,603,2,"RFn","Attchd",1,"Gd","2Story","Gd",7.47760424319759,9.19044374026173,4.31748811353631,"Reg","None","FV","Somerst",5,7,"WD",866,7,866,902,2005,2005
503,11.8493977015914,698,"ALQ",1,"TA","Y","SBrkr","MetalSd","MetalSd","TA","None",0,"CBlock",1,461,2,"Unf","Detchd",0,"Ex","1Story","TA",7.10167597161944,9.12369256525051,4.24849524204936,"Reg","None","RL","Edwards",7,5,"WD",1214,6,1214,0,1965,1965
504,12.5741819670946,1247,"ALQ",1,"TA","Y","SBrkr","BrkFace","Wd Sdng","TA","TA",2,"CBlock",2,484,2,"Fin","Attchd",0,"TA","1Story","TA",7.49609734517596,9.65515439014826,4.60517018598809,"IR1","None","RL","Crawfor",8,7,"WD",1501,6,1801,0,1959,1997
505,11.8981878657609,257,"ALQ",0,"TA","Y","SBrkr","Plywood","Brk Cmn","TA","Fa",1,"CBlock",2,440,2,"Unf","Attchd",1,"TA","2Story","TA",7.18690102041163,7.74413662762799,3.17805383034795,"Reg","None","RL","NPkVill",5,6,"WD",855,6,855,467,1974,1974
506,11.7320609948869,0,"Unf",0,"TA","Y","SBrkr","Wd Sdng","Wd Sdng","TA","None",0,"CBlock",2,400,2,"Unf","Detchd",0,"Gd","2Story","TA",7.58069975222456,8.93537707193218,4.0943445622221,"Reg","BrkFace","RM","OldTown",5,5,"COD",960,10,960,1000,1952,1952
507,12.2783933071098,380,"GLQ",0,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","TA",1,"PConc",2,471,2,"RFn","Attchd",1,"Ex","2Story","Gd",7.55538194424027,9.16471519394991,4.38202663467388,"IR1","BrkFace","RL","SawyerW",5,8,"WD",777,8,1065,846,1993,1994
508,12.2467346272491,27,"GLQ",0,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","None",0,"PConc",2,676,2,"Fin","Attchd",0,"Ex","1Story","Gd",7.10496544826984,8.96979630598181,4.31748811353631,"IR1","None","FV","Somerst",5,6,"New",1218,4,1218,0,2009,2009
509,11.9891596439666,141,"Rec",0,"TA","Y","SBrkr","MetalSd","MetalSd","TA","Gd",1,"BrkTil",2,360,2,"Unf","Detchd",0,"Ex","2Story","Gd",7.2283884515736,9.16951837745593,4.0943445622221,"Reg","None","RM","OldTown",9,7,"WD",689,7,689,689,1928,2005
510,11.7320609948869,991,"ALQ",1,"TA","Y","SBrkr","MetalSd","MetalSd","TA","None",0,"CBlock",1,270,1,"RFn","Attchd",0,"Ex","1Story","TA",6.94793706861497,9.16951837745593,4.38202663467388,"Reg","BrkFace","RL","NAmes",6,5,"WD",1041,6,1041,0,1959,1959
511,12.0130945085477,650,"BLQ",1,"TA","Y","SBrkr","Wd Sdng","Wd Sdng","Gd","TA",2,"CBlock",1,288,1,"Unf","CarPort",0,"Ex","1Story","TA",7.21744343169653,9.58596463807333,4.31748811353631,"Reg","BrkCmn","RL","NAmes",7,5,"WD",1008,6,1363,0,1951,2000
512,12.2193096485622,0,"Unf",0,"Gd","Y","SBrkr","VinylSd","VinylSd","Gd","Gd",1,"PConc",2,474,2,"RFn","Attchd",0,"Ex","1Story","Gd",7.2211050981825,8.82350072799118,3.68887945411394,"IR1","Stone","RL","NridgHt",5,7,"New",1368,6,1368,0,2005,2006
513,11.7745202026587,521,"BLQ",1,"TA","Y","SBrkr","VinylSd","VinylSd","TA","None",0,"CBlock",1,624,2,"Unf","Detchd",0,"TA","1Story","TA",6.76157276880406,9.11602969250494,4.24849524204936,"Reg","None","RL","NAmes",5,5,"WD",864,5,864,0,1958,1958
